Site code,Analyte,Date,mg/day
759,Compound x,5/04/2000,0.642320387
759,Compound x,6/04/2000,0.572214012
759,Compound x,7/04/2000,0.551465914
759,Compound x,27/05/2000,0.570329389
759,Compound x,28/05/2000,0.63422273
759,Compound x,29/05/2000,0.60083796
759,Compound x,30/05/2000,0.601904011
759,Compound x,31/05/2000,0.547115537
759,Compound x,1/06/2000,0.505654853
759,Compound x,2/06/2000,0.447262861
759,Compound x,30/07/2000,0.27100016
759,Compound x,31/07/2000,0.321207895
759,Compound x,1/08/2000,0.301501409
759,Compound x,2/08/2000,0.439916943
759,Compound x,3/08/2000,0.418994484
759,Compound x,4/08/2000,0.285355873
759,Compound x,5/08/2000,0.286362066
759,Compound x,23/09/2000,0.221338781
759,Compound x,24/09/2000,0.259760128
759,Compound x,25/09/2000,0.257903897
759,Compound x,26/09/2000,0.287436424
759,Compound x,27/09/2000,0.290253079
759,Compound x,28/09/2000,0.239637501
759,Compound x,29/09/2000,0.26025312
